fuel_type,manufacturing_year,vehicle_age,pricein_lakhs
Gasoline,2000.0,25.0,"$11,999"
Gasoline,2015.0,10.0,"$26,000"
Gasoline,2011.0,14.0,"$45,000"
Gasoline,2018.0,7.0,"$54,490"
Gasoline,2001.0,24.0,"$9,000"
Gasoline,2016.0,9.0,"$21,500"
Gasoline,2005.0,20.0,"$44,800"
Gasoline,2019.0,6.0,"$24,899"
Gasoline,2019.0,6.0,"$48,990"
Gasoline,2022.0,3.0,"$82,150"
Gasoline,2017.0,8.0,"$65,000"
Hybrid,2021.0,4.0,"$61,998"
Gasoline,2020.0,5.0,"$38,700"
Gasoline,2011.0,14.0,"$41,000"
Gasoline,2002.0,23.0,"$18,500"
Gasoline,2014.0,11.0,"$30,000"
E85 Flex Fuel,2013.0,12.0,"$35,000"
Plug-In Hybrid,2022.0,3.0,"$49,000"
Gasoline,2018.0,7.0,"$26,816"
Gasoline,2009.0,16.0,"$9,500"
Gasoline,2023.0,2.0,"$194,965"
Gasoline,2023.0,2.0,"$88,900"
Gasoline,1999.0,26.0,"$9,500"
Gasoline,2018.0,7.0,"$28,000"
Gasoline,2012.0,13.0,"$19,000"
Gasoline,2017.0,8.0,"$29,999"
Gasoline,2018.0,7.0,"$30,989"
Gasoline,2018.0,7.0,"$38,880"
Gasoline,2012.0,13.0,"$31,000"
Diesel,2019.0,6.0,"$54,500"
Gasoline,2019.0,6.0,"$30,000"
Gasoline,2009.0,16.0,"$9,500"
Gasoline,2012.0,13.0,"$20,500"
Gasoline,2004.0,21.0,"$3,750"
Gasoline,2010.0,15.0,"$20,000"
Diesel,2018.0,7.0,"$64,000"
Gasoline,2016.0,9.0,"$49,999"
Gasoline,1998.0,27.0,"$11,500"
Gasoline,2013.0,12.0,"$16,000"
Gasoline,2008.0,17.0,"$18,200"
Gasoline,2016.0,9.0,"$26,000"
Gasoline,2022.0,3.0,"$19,500"
Gasoline,2020.0,5.0,"$38,500"
Gasoline,2016.0,9.0,"$19,500"
Gasoline,2014.0,11.0,"$10,000"
Gasoline,2020.0,5.0,"$39,500"
Gasoline,2021.0,4.0,"$62,890"
Gasoline,2006.0,19.0,"$11,000"
Gasoline,2013.0,12.0,"$14,000"
Gasoline,2020.0,5.0,"$44,000"
Gasoline,2011.0,14.0,"$20,000"
E85 Flex Fuel,2019.0,6.0,"$45,998"
Gasoline,2022.0,3.0,"$64,000"
Diesel,2019.0,6.0,"$45,000"
Gasoline,2011.0,14.0,"$6,000"
E85 Flex Fuel,2017.0,8.0,"$25,000"
E85 Flex Fuel,2016.0,9.0,"$30,999"
Gasoline,2006.0,19.0,"$4,999"
Gasoline,2003.0,22.0,"$9,500"
E85 Flex Fuel,2012.0,13.0,"$11,800"
Gasoline,2010.0,15.0,"$9,999"
Diesel,2022.0,3.0,"$69,000"
Gasoline,2015.0,10.0,"$24,500"
Gasoline,2012.0,13.0,"$6,500"
Gasoline,2022.0,3.0,"$28,000"
Gasoline,2011.0,14.0,"$12,000"
Gasoline,2009.0,16.0,"$7,858"
Gasoline,2018.0,7.0,"$89,750"
Gasoline,2016.0,9.0,"$19,900"
Gasoline,2022.0,3.0,"$40,998"
Hybrid,2019.0,6.0,"$49,500"
Gasoline,2020.0,5.0,"$18,900"
Gasoline,2022.0,3.0,"$36,599"
Gasoline,2015.0,10.0,"$13,349"
Gasoline,2023.0,2.0,"$43,900"
Gasoline,2007.0,18.0,"$10,199"
Gasoline,2002.0,23.0,"$6,450"
Gasoline,2018.0,7.0,"$70,000"
Gasoline,2022.0,3.0,"$41,500"
Gasoline,2021.0,4.0,"$36,990"
E85 Flex Fuel,2014.0,11.0,"$13,500"
Gasoline,2016.0,9.0,"$16,500"
Gasoline,2012.0,13.0,"$14,800"
Gasoline,2021.0,4.0,"$51,000"
Gasoline,2011.0,14.0,"$18,000"
Gasoline,2021.0,4.0,"$43,837"
Gasoline,2018.0,7.0,"$169,000"
Gasoline,2005.0,20.0,"$11,200"
Diesel,2023.0,2.0,"$92,000"
Gasoline,2018.0,7.0,"$40,000"
Diesel,2008.0,17.0,"$15,900"
Gasoline,2018.0,7.0,"$39,750"
Gasoline,2014.0,11.0,"$45,000"
Gasoline,2014.0,11.0,"$8,500"
Gasoline,2020.0,5.0,"$42,850"
Gasoline,2023.0,2.0,"$185,950"
Diesel,2019.0,6.0,"$59,000"
Gasoline,2016.0,9.0,"$12,500"
Gasoline,2013.0,12.0,"$6,000"
Gasoline,2018.0,7.0,"$17,000"
Gasoline,2007.0,18.0,"$7,700"
Gasoline,2021.0,4.0,"$59,980"
Gasoline,2021.0,4.0,"$68,995"
Gasoline,2006.0,19.0,"$15,000"
Gasoline,2021.0,4.0,"$37,400"
Gasoline,2008.0,17.0,"$62,000"
Hybrid,2010.0,15.0,"$9,500"
E85 Flex Fuel,2013.0,12.0,"$21,500"
Gasoline,2020.0,5.0,"$37,500"
Gasoline,2021.0,4.0,"$19,980"
Gasoline,2021.0,4.0,"$239,991"
Gasoline,2014.0,11.0,"$34,500"
Gasoline,2015.0,10.0,"$12,950"
E85 Flex Fuel,2013.0,12.0,"$16,490"
Gasoline,2015.0,10.0,"$16,000"
Gasoline,2005.0,20.0,"$22,500"
Gasoline,2012.0,13.0,"$8,500"
Gasoline,2017.0,8.0,"$52,999"
Hybrid,2009.0,16.0,"$4,400"
Diesel,2018.0,7.0,"$56,750"
Hybrid,2019.0,6.0,"$44,000"
Gasoline,2023.0,2.0,"$48,500"
Gasoline,2021.0,4.0,"$49,998"
Gasoline,2023.0,2.0,"$36,900"
E85 Flex Fuel,2012.0,13.0,"$11,499"
Gasoline,2013.0,12.0,"$9,000"
Gasoline,2009.0,16.0,"$6,950"
Gasoline,2022.0,3.0,"$74,999"
Gasoline,2013.0,12.0,"$24,900"
Gasoline,2023.0,2.0,"$57,300"
Gasoline,2016.0,9.0,"$17,999"
Gasoline,2023.0,2.0,"$57,619"
Gasoline,2020.0,5.0,"$38,900"
Gasoline,2011.0,14.0,"$12,500"
Gasoline,2018.0,7.0,"$26,450"
Gasoline,2001.0,24.0,"$31,995"
Gasoline,2020.0,5.0,"$39,500"
Gasoline,2018.0,7.0,"$62,999"
Gasoline,2017.0,8.0,"$17,500"
Hybrid,2021.0,4.0,"$61,500"
Gasoline,2011.0,14.0,"$9,400"
Gasoline,2022.0,3.0,"$51,074"
Gasoline,2016.0,9.0,"$16,750"
Gasoline,2016.0,9.0,"$38,000"
Gasoline,2020.0,5.0,"$60,000"
Gasoline,2013.0,12.0,"$16,500"
Gasoline,2020.0,5.0,"$25,500"
Gasoline,2022.0,3.0,"$24,980"
Hybrid,2022.0,3.0,"$36,500"
Gasoline,2013.0,12.0,"$12,500"
Gasoline,2022.0,3.0,"$46,999"
Gasoline,1997.0,28.0,"$8,500"
Gasoline,2020.0,5.0,"$33,500"
Gasoline,2013.0,12.0,"$23,000"
Diesel,2004.0,21.0,"$18,000"
Gasoline,2023.0,2.0,"$129,000"
Gasoline,2016.0,9.0,"$66,200"
Gasoline,2012.0,13.0,"$6,000"
Gasoline,2016.0,9.0,"$32,750"
Diesel,2022.0,3.0,"$111,000"
Gasoline,2011.0,14.0,"$11,900"
Gasoline,2022.0,3.0,"$50,204"
Gasoline,2019.0,6.0,"$32,500"
Gasoline,2014.0,11.0,"$21,800"
Gasoline,2017.0,8.0,"$34,000"
Gasoline,2016.0,9.0,"$23,000"
Hybrid,2021.0,4.0,"$37,499"
–,1995.0,30.0,"$97,993"
Gasoline,2020.0,5.0,"$18,387"
Gasoline,2018.0,7.0,"$204,900"
Gasoline,2022.0,3.0,"$86,999"
Plug-In Hybrid,2019.0,6.0,"$43,500"
E85 Flex Fuel,2017.0,8.0,"$31,000"
Gasoline,2022.0,3.0,"$38,500"
Gasoline,2017.0,8.0,"$14,599"
Gasoline,2019.0,6.0,"$26,999"
Gasoline,2015.0,10.0,"$30,000"
Gasoline,2017.0,8.0,"$39,999"
Gasoline,2010.0,15.0,"$9,499"
Gasoline,2005.0,20.0,"$6,099"
Hybrid,2022.0,3.0,"$46,000"
Gasoline,2016.0,9.0,"$18,998"
Gasoline,2022.0,3.0,"$42,000"
Gasoline,2018.0,7.0,"$23,000"
–,1994.0,31.0,"$5,899"
Gasoline,2008.0,17.0,"$5,199"
Gasoline,2008.0,17.0,"$10,500"
Gasoline,2008.0,17.0,"$13,900"
Gasoline,2010.0,15.0,"$10,500"
Gasoline,2004.0,21.0,"$5,750"
Gasoline,2002.0,23.0,"$28,750"
Gasoline,2019.0,6.0,"$43,500"
Gasoline,2009.0,16.0,"$78,000"
Gasoline,2001.0,24.0,"$18,000"
Gasoline,2021.0,4.0,"$35,999"
Gasoline,2019.0,6.0,"$27,500"
Gasoline,2009.0,16.0,"$20,000"
Gasoline,1998.0,27.0,"$8,700"
Gasoline,2008.0,17.0,"$11,500"
Gasoline,2020.0,5.0,"$54,900"
Gasoline,2019.0,6.0,"$25,925"
Gasoline,2014.0,11.0,"$10,950"
Gasoline,2018.0,7.0,"$29,900"
Gasoline,2022.0,3.0,"$86,500"
Gasoline,2020.0,5.0,"$42,433"
Gasoline,2019.0,6.0,"$55,460"
Gasoline,2016.0,9.0,"$29,950"
Gasoline,2021.0,4.0,"$48,900"
Gasoline,2022.0,3.0,"$46,999"
Gasoline,2015.0,10.0,"$10,500"
Gasoline,2013.0,12.0,"$12,500"
Gasoline,2017.0,8.0,"$23,600"
Plug-In Hybrid,2022.0,3.0,"$60,500"
Hybrid,2013.0,12.0,"$14,999"
Gasoline,2007.0,18.0,"$7,700"
Gasoline,2009.0,16.0,"$14,500"
Gasoline,2016.0,9.0,"$18,051"
Gasoline,2015.0,10.0,"$27,890"
Gasoline,2020.0,5.0,"$324,995"
Gasoline,2022.0,3.0,"$46,120"
Gasoline,2007.0,18.0,"$38,000"
Gasoline,2015.0,10.0,"$45,750"
not supported,2021.0,4.0,"$18,500"
Gasoline,2017.0,8.0,"$23,000"
Gasoline,2019.0,6.0,"$40,500"
Gasoline,2009.0,16.0,"$14,999"
Gasoline,2018.0,7.0,"$22,995"
Gasoline,2023.0,2.0,"$73,300"
Gasoline,2013.0,12.0,"$18,000"
Gasoline,2018.0,7.0,"$61,000"
Gasoline,2014.0,11.0,"$22,000"
Gasoline,2018.0,7.0,"$47,995"
Diesel,2004.0,21.0,"$24,000"
Gasoline,2019.0,6.0,"$51,500"
Gasoline,2010.0,15.0,"$3,999"
Gasoline,2019.0,6.0,"$21,500"
Gasoline,2014.0,11.0,"$19,500"
Gasoline,2021.0,4.0,"$44,775"
Gasoline,2006.0,19.0,"$13,980"
Gasoline,2021.0,4.0,"$49,273"
Gasoline,2021.0,4.0,"$73,500"
E85 Flex Fuel,2010.0,15.0,"$12,000"
Gasoline,2010.0,15.0,"$9,975"
Gasoline,2017.0,8.0,"$19,950"
Gasoline,2022.0,3.0,"$67,500"
Plug-In Hybrid,2018.0,7.0,"$17,500"
Diesel,2022.0,3.0,"$70,999"
Diesel,2011.0,14.0,"$18,500"
Hybrid,2013.0,12.0,"$19,500"
E85 Flex Fuel,2015.0,10.0,"$19,500"
Hybrid,2021.0,4.0,"$50,000"
Gasoline,2022.0,3.0,"$47,500"
Gasoline,2022.0,3.0,"$43,000"
Gasoline,1998.0,27.0,"$9,995"
Diesel,2017.0,8.0,"$35,500"
Hybrid,2019.0,6.0,"$37,900"
Hybrid,2022.0,3.0,"$42,998"
Gasoline,2017.0,8.0,"$29,999"
Gasoline,2021.0,4.0,"$29,255"
Gasoline,2020.0,5.0,"$52,999"
Gasoline,2005.0,20.0,"$29,800"
Gasoline,2016.0,9.0,"$10,500"
Gasoline,2023.0,2.0,"$103,000"
Gasoline,2007.0,18.0,"$7,900"
Gasoline,2022.0,3.0,"$64,000"
Gasoline,2020.0,5.0,"$21,999"
Gasoline,2020.0,5.0,"$36,999"
Gasoline,2003.0,22.0,"$4,000"
Hybrid,2021.0,4.0,"$69,000"
Gasoline,2014.0,11.0,"$15,499"
Gasoline,2007.0,18.0,"$12,000"
Gasoline,2015.0,10.0,"$14,500"
Gasoline,2008.0,17.0,"$16,800"
Gasoline,2021.0,4.0,"$240,000"
Gasoline,2015.0,10.0,"$13,995"
Gasoline,2004.0,21.0,"$12,000"
Gasoline,2019.0,6.0,"$37,000"
Diesel,2021.0,4.0,"$44,900"
Gasoline,2021.0,4.0,"$49,685"
Gasoline,2014.0,11.0,"$13,715"
Gasoline,2017.0,8.0,"$31,500"
Gasoline,2023.0,2.0,"$54,490"
Gasoline,2020.0,5.0,"$36,800"
Gasoline,2017.0,8.0,"$209,991"
Hybrid,2021.0,4.0,"$50,927"
Gasoline,2020.0,5.0,"$27,350"
Gasoline,2016.0,9.0,"$23,995"
Gasoline,2018.0,7.0,"$44,500"
Gasoline,2014.0,11.0,"$18,987"
Gasoline,2017.0,8.0,"$28,700"
Gasoline,2014.0,11.0,"$20,900"
Gasoline,2011.0,14.0,"$9,900"
E85 Flex Fuel,2014.0,11.0,"$22,989"
Gasoline,2018.0,7.0,"$155,700"
Plug-In Hybrid,2023.0,2.0,"$74,995"
Gasoline,2020.0,5.0,"$29,500"
Gasoline,2019.0,6.0,"$319,900"
Gasoline,2022.0,3.0,"$31,000"
Gasoline,2015.0,10.0,"$17,500"
Gasoline,2018.0,7.0,"$62,900"
Gasoline,2010.0,15.0,"$6,000"
Gasoline,2021.0,4.0,"$26,288"
Gasoline,2009.0,16.0,"$15,500"
E85 Flex Fuel,2016.0,9.0,"$28,999"
Gasoline,2016.0,9.0,"$16,995"
Gasoline,2021.0,4.0,"$15,700"
Gasoline,1997.0,28.0,"$5,500"
Gasoline,2018.0,7.0,"$197,499"
Gasoline,2021.0,4.0,"$71,000"
Gasoline,2022.0,3.0,"$35,619"
Diesel,2014.0,11.0,"$40,999"
Gasoline,2012.0,13.0,"$22,000"
Gasoline,2021.0,4.0,"$46,500"
Gasoline,2020.0,5.0,"$46,105"
Gasoline,2016.0,9.0,"$35,500"
Gasoline,2016.0,9.0,"$26,500"
Gasoline,2006.0,19.0,"$35,000"
Gasoline,2004.0,21.0,"$9,000"
Gasoline,2017.0,8.0,"$21,495"
Gasoline,2004.0,21.0,"$7,350"
Gasoline,2022.0,3.0,"$45,999"
Gasoline,2022.0,3.0,"$46,552"
Gasoline,2022.0,3.0,"$68,362"
Gasoline,2008.0,17.0,"$9,850"
Gasoline,2016.0,9.0,"$51,700"
Gasoline,2008.0,17.0,"$4,300"
Gasoline,2023.0,2.0,"$48,000"
Gasoline,2022.0,3.0,"$63,900"
Gasoline,2022.0,3.0,"$39,985"
Gasoline,2020.0,5.0,"$57,999"
Gasoline,2016.0,9.0,"$7,500"
Gasoline,2023.0,2.0,"$96,900"
Gasoline,2020.0,5.0,"$35,645"
Gasoline,2020.0,5.0,"$49,998"
Gasoline,2017.0,8.0,"$34,500"
Gasoline,2017.0,8.0,"$18,500"
Diesel,2013.0,12.0,"$42,900"
Gasoline,2012.0,13.0,"$20,995"
Gasoline,2018.0,7.0,"$49,999"
Gasoline,2014.0,11.0,"$15,999"
Diesel,2022.0,3.0,"$62,499"
E85 Flex Fuel,2015.0,10.0,"$5,995"
Gasoline,2010.0,15.0,"$3,000"
Gasoline,2006.0,19.0,"$12,500"
Gasoline,2013.0,12.0,"$14,200"
Hybrid,2011.0,14.0,"$7,900"
E85 Flex Fuel,2012.0,13.0,"$14,500"
Gasoline,2014.0,11.0,"$37,500"
Gasoline,2021.0,4.0,"$90,788"
Gasoline,1999.0,26.0,"$3,500"
Gasoline,2015.0,10.0,"$23,999"
Gasoline,2004.0,21.0,"$6,299"
Gasoline,2009.0,16.0,"$6,500"
Diesel,2022.0,3.0,"$76,740"
Gasoline,2020.0,5.0,"$50,000"
Gasoline,2006.0,19.0,"$13,995"
Gasoline,2004.0,21.0,"$30,500"
Gasoline,2004.0,21.0,"$17,599"
Gasoline,2021.0,4.0,"$38,436"
Gasoline,2016.0,9.0,"$29,000"
–,1994.0,31.0,"$7,900"
E85 Flex Fuel,2011.0,14.0,"$8,999"
Gasoline,2000.0,25.0,"$4,700"
Gasoline,2015.0,10.0,"$14,000"
Gasoline,2006.0,19.0,"$6,500"
Gasoline,2010.0,15.0,"$34,500"
Gasoline,2017.0,8.0,"$15,000"
Gasoline,2005.0,20.0,"$1,599,000"
Gasoline,2016.0,9.0,"$24,500"
E85 Flex Fuel,2005.0,20.0,"$7,200"
Gasoline,2021.0,4.0,"$47,850"
Gasoline,2023.0,2.0,"$46,479"
Gasoline,2016.0,9.0,"$25,000"
Gasoline,2004.0,21.0,"$11,500"
Gasoline,2016.0,9.0,"$75,000"
Gasoline,2007.0,18.0,"$13,300"
Gasoline,2018.0,7.0,"$15,900"
Gasoline,2012.0,13.0,"$226,000"
Gasoline,2018.0,7.0,"$46,500"
Gasoline,2007.0,18.0,"$6,700"
Gasoline,2021.0,4.0,"$34,000"
Gasoline,2017.0,8.0,"$25,000"
Gasoline,2017.0,8.0,"$18,750"
Gasoline,2020.0,5.0,"$50,000"
E85 Flex Fuel,2012.0,13.0,"$4,500"
Gasoline,2012.0,13.0,"$12,000"
Gasoline,2014.0,11.0,"$17,000"
–,1994.0,31.0,"$5,990"
Gasoline,2010.0,15.0,"$10,700"
Gasoline,2011.0,14.0,"$16,998"
Gasoline,2019.0,6.0,"$27,698"
Gasoline,2019.0,6.0,"$17,000"
Gasoline,2002.0,23.0,"$21,999"
Gasoline,2016.0,9.0,"$66,000"
Gasoline,2012.0,13.0,"$75,000"
Gasoline,2018.0,7.0,"$45,855"
Gasoline,2018.0,7.0,"$21,499"
Gasoline,2007.0,18.0,"$9,000"
Gasoline,2013.0,12.0,"$26,500"
Diesel,2020.0,5.0,"$69,500"
Gasoline,2021.0,4.0,"$54,500"
Gasoline,2011.0,14.0,"$16,000"
Gasoline,2019.0,6.0,"$35,900"
Gasoline,2016.0,9.0,"$16,000"
Gasoline,2017.0,8.0,"$29,000"
Hybrid,2021.0,4.0,"$62,000"
Hybrid,2012.0,13.0,"$8,250"
Gasoline,2017.0,8.0,"$26,000"
Gasoline,2010.0,15.0,"$12,250"
Gasoline,2018.0,7.0,"$209,000"
Gasoline,2003.0,22.0,"$35,500"
Gasoline,2020.0,5.0,"$67,500"
Gasoline,2016.0,9.0,"$35,000"
E85 Flex Fuel,2013.0,12.0,"$17,777"
Gasoline,2018.0,7.0,"$28,900"
Gasoline,2019.0,6.0,"$28,995"
Gasoline,2011.0,14.0,"$5,500"
Gasoline,2007.0,18.0,"$22,999"
Hybrid,2018.0,7.0,"$29,500"
Gasoline,2016.0,9.0,"$12,995"
Gasoline,2019.0,6.0,"$17,816"
Gasoline,2021.0,4.0,"$38,633"
Gasoline,2003.0,22.0,"$5,200"
Gasoline,2009.0,16.0,"$7,000"
Gasoline,2020.0,5.0,"$23,739"
Gasoline,2019.0,6.0,"$18,749"
Gasoline,2019.0,6.0,"$76,000"
Gasoline,2019.0,6.0,"$33,900"
Gasoline,2022.0,3.0,"$36,727"
Gasoline,2021.0,4.0,"$75,000"
Gasoline,2005.0,20.0,"$30,900"
Gasoline,2004.0,21.0,"$64,250"
Gasoline,2021.0,4.0,"$37,998"
Diesel,2016.0,9.0,"$22,000"
Gasoline,2012.0,13.0,"$13,999"
Gasoline,1997.0,28.0,"$6,399"
E85 Flex Fuel,2017.0,8.0,"$25,307"
Gasoline,2016.0,9.0,"$16,770"
Gasoline,2019.0,6.0,"$179,900"
Gasoline,2021.0,4.0,"$38,400"
E85 Flex Fuel,2015.0,10.0,"$18,900"
Hybrid,2021.0,4.0,"$71,200"
Gasoline,2014.0,11.0,"$32,999"
Gasoline,2016.0,9.0,"$98,000"
Gasoline,2005.0,20.0,"$15,900"
Gasoline,2017.0,8.0,"$16,500"
Gasoline,2020.0,5.0,"$39,860"
Gasoline,2017.0,8.0,"$15,998"
Gasoline,2006.0,19.0,"$7,390"
Gasoline,2014.0,11.0,"$15,500"
Gasoline,2020.0,5.0,"$43,500"
Gasoline,2008.0,17.0,"$4,100"
Gasoline,1996.0,29.0,"$6,500"
Gasoline,2013.0,12.0,"$29,000"
Gasoline,2019.0,6.0,"$51,999"
Gasoline,2020.0,5.0,"$45,000"
Gasoline,2016.0,9.0,"$115,000"
Gasoline,2012.0,13.0,"$6,500"
E85 Flex Fuel,2012.0,13.0,"$13,000"
Gasoline,2021.0,4.0,"$82,950"
Hybrid,2022.0,3.0,"$75,000"
Gasoline,2007.0,18.0,"$7,200"
Gasoline,2014.0,11.0,"$8,900"
Gasoline,2015.0,10.0,"$24,950"
Gasoline,2020.0,5.0,"$36,500"
–,1995.0,30.0,"$15,000"
Gasoline,2014.0,11.0,"$18,000"
Hybrid,2021.0,4.0,"$37,500"
Gasoline,2010.0,15.0,"$18,500"
Gasoline,2016.0,9.0,"$13,000"
Gasoline,2016.0,9.0,"$15,500"
Gasoline,2009.0,16.0,"$35,000"
Gasoline,1999.0,26.0,"$8,000"
Gasoline,2003.0,22.0,"$4,200"
Gasoline,2023.0,2.0,"$82,500"
Gasoline,2022.0,3.0,"$40,000"
Gasoline,2021.0,4.0,"$89,900"
Gasoline,2012.0,13.0,"$26,500"
Gasoline,2012.0,13.0,"$17,900"
Gasoline,2013.0,12.0,"$150,000"
Gasoline,2022.0,3.0,"$54,000"
Gasoline,2015.0,10.0,"$52,500"
Gasoline,2022.0,3.0,"$29,430"
Gasoline,1996.0,29.0,"$18,500"
Gasoline,2013.0,12.0,"$22,888"
Gasoline,2019.0,6.0,"$26,500"
Gasoline,2019.0,6.0,"$61,950"
Gasoline,2019.0,6.0,"$27,000"
Gasoline,2018.0,7.0,"$32,250"
Gasoline,2016.0,9.0,"$31,000"
Gasoline,2016.0,9.0,"$217,000"
Gasoline,2022.0,3.0,"$51,999"
Gasoline,2016.0,9.0,"$21,900"
Gasoline,2014.0,11.0,"$10,900"
E85 Flex Fuel,2016.0,9.0,"$39,900"
Gasoline,2022.0,3.0,"$57,999"
Gasoline,2006.0,19.0,"$37,999"
Gasoline,2021.0,4.0,"$39,995"
Gasoline,2016.0,9.0,"$29,950"
Gasoline,2006.0,19.0,"$12,999"
Gasoline,2011.0,14.0,"$7,999"
E85 Flex Fuel,2015.0,10.0,"$20,995"
Gasoline,2021.0,4.0,"$38,532"
Gasoline,2017.0,8.0,"$29,000"
Gasoline,2017.0,8.0,"$22,500"
Gasoline,2013.0,12.0,"$12,300"
Hybrid,2021.0,4.0,"$78,000"
Gasoline,2013.0,12.0,"$16,000"
Gasoline,2018.0,7.0,"$15,000"
Gasoline,2011.0,14.0,"$11,900"
Gasoline,2018.0,7.0,"$23,999"
Gasoline,2005.0,20.0,"$6,700"
Gasoline,2020.0,5.0,"$27,700"
Gasoline,2020.0,5.0,"$42,500"
Gasoline,2020.0,5.0,"$46,500"
Gasoline,2020.0,5.0,"$41,598"
Gasoline,2022.0,3.0,"$53,000"
Gasoline,2022.0,3.0,"$50,000"
Gasoline,2020.0,5.0,"$21,612"
Gasoline,2021.0,4.0,"$26,485"
Gasoline,2003.0,22.0,"$4,800"
–,2019.0,6.0,"$34,700"
Gasoline,2012.0,13.0,"$7,950"
E85 Flex Fuel,2010.0,15.0,"$4,900"
Gasoline,2016.0,9.0,"$22,500"
Hybrid,2023.0,2.0,"$62,500"
Gasoline,2007.0,18.0,"$35,995"
Gasoline,2018.0,7.0,"$37,899"
Gasoline,2017.0,8.0,"$21,000"
Gasoline,2021.0,4.0,"$104,000"
Gasoline,2008.0,17.0,"$5,500"
Gasoline,2020.0,5.0,"$59,900"
Gasoline,2013.0,12.0,"$13,600"
Gasoline,2014.0,11.0,"$24,995"
Gasoline,2021.0,4.0,"$88,900"
Gasoline,2016.0,9.0,"$20,490"
Gasoline,2013.0,12.0,"$10,500"
Gasoline,2002.0,23.0,"$30,000"
Gasoline,2019.0,6.0,"$26,900"
Gasoline,2018.0,7.0,"$29,950"
Gasoline,2004.0,21.0,"$8,000"
E85 Flex Fuel,2015.0,10.0,"$27,499"
Gasoline,2019.0,6.0,"$54,995"
Gasoline,2015.0,10.0,"$24,500"
Gasoline,2020.0,5.0,"$44,800"
Gasoline,2019.0,6.0,"$174,900"
Gasoline,2022.0,3.0,"$69,790"
Gasoline,2019.0,6.0,"$128,000"
Gasoline,2023.0,2.0,"$134,900"
Gasoline,2011.0,14.0,"$10,000"
Diesel,2016.0,9.0,"$38,900"
Gasoline,2022.0,3.0,"$34,999"
Gasoline,2008.0,17.0,"$15,397"
Gasoline,2013.0,12.0,"$15,000"
Gasoline,2021.0,4.0,"$94,995"
Gasoline,2020.0,5.0,"$21,865"
Gasoline,2006.0,19.0,"$5,500"
Gasoline,2013.0,12.0,"$11,000"
Gasoline,2021.0,4.0,"$42,599"
Gasoline,2013.0,12.0,"$76,500"
Gasoline,2022.0,3.0,"$30,000"
Gasoline,2018.0,7.0,"$46,900"
Gasoline,2018.0,7.0,"$21,800"
Gasoline,2020.0,5.0,"$32,600"
Gasoline,2023.0,2.0,"$77,897"
Gasoline,2019.0,6.0,"$33,998"
Gasoline,2006.0,19.0,"$52,500"
Diesel,2015.0,10.0,"$32,000"
Gasoline,2019.0,6.0,"$24,999"
Gasoline,2017.0,8.0,"$27,000"
Gasoline,2009.0,16.0,"$17,900"
Gasoline,2011.0,14.0,"$8,450"
Gasoline,2010.0,15.0,"$20,000"
Diesel,2004.0,21.0,"$19,000"
Gasoline,2006.0,19.0,"$10,500"
Gasoline,2012.0,13.0,"$15,000"
Gasoline,2017.0,8.0,"$16,500"
Gasoline,2021.0,4.0,"$44,315"
Gasoline,2018.0,7.0,"$37,050"
Gasoline,2017.0,8.0,"$17,500"
Gasoline,2019.0,6.0,"$61,350"
E85 Flex Fuel,2016.0,9.0,"$20,499"
Gasoline,2018.0,7.0,"$20,999"
Gasoline,2003.0,22.0,"$12,500"
Gasoline,2021.0,4.0,"$165,000"
Gasoline,2021.0,4.0,"$55,000"
Gasoline,2020.0,5.0,"$103,500"
Gasoline,2017.0,8.0,"$18,650"
Gasoline,2017.0,8.0,"$26,500"
Gasoline,2015.0,10.0,"$31,380"
Gasoline,2008.0,17.0,"$13,998"
Gasoline,2019.0,6.0,"$34,500"
Diesel,2022.0,3.0,"$99,750"
Diesel,2015.0,10.0,"$39,500"
Gasoline,2021.0,4.0,"$32,500"
Gasoline,2012.0,13.0,"$31,000"
Gasoline,2018.0,7.0,"$35,998"
Diesel,2021.0,4.0,"$56,500"
Gasoline,2018.0,7.0,"$28,900"
Gasoline,2002.0,23.0,"$36,995"
Gasoline,2021.0,4.0,"$51,999"
Gasoline,2023.0,2.0,"$92,000"
Gasoline,2019.0,6.0,"$27,900"
Gasoline,2005.0,20.0,"$9,998"
Gasoline,2020.0,5.0,"$67,000"
Gasoline,2018.0,7.0,"$23,450"
Gasoline,2020.0,5.0,"$134,999"
Gasoline,2022.0,3.0,"$275,000"
Gasoline,2007.0,18.0,"$3,499"
Gasoline,2023.0,2.0,"$69,645"
Gasoline,2016.0,9.0,"$34,500"
Gasoline,2017.0,8.0,"$16,000"
Gasoline,2011.0,14.0,"$7,500"
Gasoline,2015.0,10.0,"$23,500"
Gasoline,2024.0,1.0,"$81,500"
Gasoline,2016.0,9.0,"$28,000"
Gasoline,2020.0,5.0,"$87,500"
Gasoline,2019.0,6.0,"$27,500"
Gasoline,2020.0,5.0,"$33,500"
Gasoline,2022.0,3.0,"$80,900"
Gasoline,2018.0,7.0,"$32,500"
Gasoline,2021.0,4.0,"$42,995"
Gasoline,2023.0,2.0,"$54,900"
Gasoline,2014.0,11.0,"$8,900"
Gasoline,2020.0,5.0,"$35,500"
Gasoline,2019.0,6.0,"$49,573"
Gasoline,2002.0,23.0,"$15,000"
E85 Flex Fuel,2016.0,9.0,"$65,000"
Gasoline,2013.0,12.0,"$21,990"
